NM	3218068
NM	4020786
NM	4452323
NM	2398424
NM	4353067
HD	4405661
HD	3064155
HR	3539717
HR	4233111
DT	290188
DT	3120629
DT	3760737
FM	2249015
FM	4142758
TB	3891753
